t_2189105,paypay,2021-11-17T12:01:01.000Z,モバイルtしか使わないのにfavoriteに入り、使えない機能が削除できないpaypayアプリが糞すぎてもう,モバイルtしか使わないのにfavoriteに入り、使えない機能が削除できない
t_2189145,paypay,2021-11-18T13:02:54.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2189214,paypay,2021-11-15T15:53:54.000Z,paypayで支払おうと思ったのに、急にページ開かなくなって、現金で支払ったわ,ページ開かなくなって
t_2189334,paypay,2021-11-18T09:03:02.000Z,paypayは決済完了しちゃうと返金遅いですもんね,paypayは決済完了しちゃうと返金遅い
t_2189782,paypay,2021-11-17T15:26:51.000Z,そちら2枚お譲り可能なのですが、メルペイ送金の方でのお譲りがこちらの事情によりできなくなってしまいました,メルペイ送金の方でのお譲りがこちらの事情によりできなくなってしまいました
t_2190265,paypay,2021-11-22T14:02:17.000Z,大音量鼓膜破壊店の窓ガラス全部割れる,大音量鼓膜破壊店の窓ガラス全部割れる
t_2191060,paypay,2021-11-23T14:00:49.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2191756,paypay,2021-11-18T05:21:00.000Z,paypayでさえちょっと面倒,paypayでさえちょっと面倒
t_2192103,paypay,2021-11-15T21:04:50.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2192278,paypay,2021-11-21T13:21:31.000Z,idでって言われたこともあって、その時対応できてなかったけどいざ対応したらその後id使う人現れなかった,idでって言われたこともあって、その時対応できてなかったけどいざ対応したらその後id使う人現れなかった
t_2192418,paypay,2021-11-11T02:16:11.000Z,ios15にしてからモバイル通信がめちゃくちゃ繋がりにくいんやけど、直らんのかこれ,ios15にしてからモバイル通信がめちゃくちゃ繋がりにくい
t_2192940,paypay,2021-11-18T03:50:12.000Z,電源も落とせない,
t_2193424,paypay,2021-11-16T14:12:23.000Z,ポイントも全然貯まらなくなった,
t_2193592,paypay,2021-11-15T12:54:35.000Z,こちらpaypayの勝手がわからず対応しておりません,こちらpaypayの勝手がわからず対応しておりません
t_2193848,paypay,2021-11-11T04:00:08.000Z,11/20c大阪vs川崎戦、仕事で行けなくなってしまいました紙チケットにつきリセールができず,チケットにつきリセールができず
t_2193903,paypay,2021-11-12T00:12:02.000Z,12奥から商品を持ってきてお会計をする時、paypayアプリが起動しない,paypayアプリが起動しない
t_2193946,paypay,2021-11-11T06:19:27.000Z,イオンでpaypay使えないの不便でしかないな,イオンでpaypay使えない
t_2194480,paypay,2021-11-15T05:14:29.000Z,今まで1回も反応してこんかったのにpaypayの時だけ反応するのきもすぎて草,今まで1回も反応してこんかったのにpaypayの時だけ反応するのきもすぎて
t_2194592,paypay,2021-11-18T06:28:13.000Z,登録された住所と違いますってエラー出るけど、そもそも登録した住所を変更するのに本人確認求められるから詰みでは,登録された住所と違いますってエラー出るけど、そもそも登録した住所を変更するのに本人確認求められる
t_2194856,paypay,2021-11-18T22:37:12.000Z,配布、当選報告に時間がかかる事があります,配布、当選報告に時間がかかる
t_2195102,paypay,2021-11-14T14:49:07.000Z,振り込み手数料がかかるのも嫌だなあと思っちゃうpaypay送金とかはpaypayやり方わからないって頑なに拒否,振り込み手数料がかかるのも嫌だなあと思っちゃうpaypay送金とかはpaypayやり方わからない
t_2195169,paypay,2021-11-16T19:01:16.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2195171,paypay,2021-11-11T11:52:43.000Z,メッセージでpaypayアカウントが第三者不正利用により制限された,メッセージでpaypayアカウントが第三者不正利用により制限された
t_2195257,paypay,2021-11-11T13:01:22.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2195659,paypay,2021-11-16T15:50:20.000Z,めんどくさいのかな,めんどくさい
t_2196137,paypay,2021-11-22T17:02:35.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2196176,paypay,2021-11-14T03:56:35.000Z,paypay開いたら何故か画面真っ黒になって使えない,画面真っ黒になって使えない
t_2196240,paypay,2021-11-12T05:23:40.000Z,paypayのチャージできずに大失敗,paypayのチャージできずに大失敗
t_2196265,paypay,2021-11-22T09:29:04.000Z,paypayがpuipuiに見える呪いがかかってる,paypayがpuipuiに見える呪いがかかってる
t_2196648,paypay,2021-11-24T06:02:19.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2196980,paypay,2021-11-18T01:55:34.000Z,伸びないなく,
t_2196988,paypay,2021-11-11T11:43:23.000Z,ペイペイ払いの物販が増えてくるとコントロール出来なくなった,ペイペイ払いの物販が増えてくるとコントロール出来なくなった
t_2198336,paypay,2021-11-18T07:11:54.000Z,paypay使える店が少ないからって親にキレられた,paypay使える店が少ない
t_2198982,paypay,2021-11-22T16:00:23.000Z,255円ばっかりで止まったの,255円ばっかりで止まった
t_2199124,paypay,2021-11-15T17:05:01.000Z,ナントカペイの種類多すぎてほんと困ってる,
t_2199153,paypay,2021-11-11T01:54:25.000Z,内容を聞いているとpaypayが使えると書いてあるのに使えない,内容を聞いているとpaypayが使えると書いてあるのに使えない
t_2199790,paypay,2021-11-23T08:04:21.000Z,paypayでのお支払いが出来なくなりました,paypayでのお支払いが出来なくなりました
t_2199870,paypay,2021-11-18T03:15:01.000Z,leagueチケット内で発生しておりましたpaypay決済が選択できない不具合は解消いたしました,leagueチケット内で発生しておりましたpaypay決済が選択できない
t_2199881,paypay,2021-11-14T05:10:31.000Z,楽天モバイルのesimが来るまで、paypay使えないので現金ないと不安,
t_2199900,paypay,2021-11-12T08:27:55.000Z,8万振り込んだ状態でlineもブロックされたから,lineもブロックされた
t_2200013,paypay,2021-11-11T14:38:01.000Z,ゆうパケットプラスとか、メルカリ独自の発送手段が使えないからその点は損しないように気を付けてほしい,
t_2200511,paypay,2021-11-15T06:01:04.000Z,paypay使うと二段階認証強制される,paypay使うと二段階認証強制される
t_2200664,paypay,2021-11-18T14:44:26.000Z,yodobashiカメラと香の川製麺で使えるようになってほしいな,yodobashiカメラと香の川製麺で使えるようになってほしい
t_2200922,paypay,2021-11-14T01:03:27.000Z,wallyの中の電波悪すぎてpaypayチャージできず特典券現金払い,wallyの中の電波悪すぎてpaypayチャージできず
t_2201796,paypay,2021-11-23T00:39:01.000Z,paypay側でメールアドレスとパスワード登録し直して連携解除,
t_2201955,paypay,2021-11-14T02:37:02.000Z,海外ではこのトークンアプリがダウンロード出来ません,海外ではこのトークンアプリがダウンロード出来ません
t_2202248,paypay,2021-11-17T06:33:41.000Z,paypayが支払い可能限度額増額の申請を許可するまでpaypayが使えなくなりました,paypayが支払い可能限度額増額の申請を許可するまでpaypayが使えなくなりました
t_2202653,paypay,2021-11-22T12:45:45.000Z,paypay使う時、コンビニとかすき屋でエラー出て使えなくなる時あるけど、,paypay使う時、コンビニとかすき屋でエラー出て使えなくなる時ある
t_2202671,paypay,2021-11-24T04:25:30.000Z,カード決済諦めてメルペイにしましたd払い・paypayもエラーになるってサイトに出てましたね強化してほしい,カード決済諦めてメルペイにしましたd払い・paypayもエラーになるってサイトに出てましたね強化してほしい
t_2202731,paypay,2021-11-19T15:54:01.000Z,ペイペイ設置してる業者の電話応対がなってない事実,ペイペイ設置してる業者の電話応対がなってない
t_2202780,paypay,2021-11-17T23:15:39.000Z,オンライン振込出来なくて困ってる,オンライン振込出来なくて
t_2203059,paypay,2021-11-17T00:41:48.000Z,また、お支払方法ですが、メルペイは本人確認をしていないため使えません,また、お支払方法ですが、メルペイは本人確認をしていないため使えません
t_2203801,paypay,2021-11-16T08:00:52.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2204044,paypay,2021-11-16T14:11:10.000Z,paypay払いモバイルオーダー完了してるのに、店にオーダーが届かない,paypay払いモバイルオーダー完了してるのに、店にオーダーが届かない
t_2204080,paypay,2021-11-15T09:02:45.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2204092,paypay,2021-11-12T16:34:43.000Z,超paypay祭りとは違う企画なんでしょうか,超paypay祭りとは違う企画なんでしょうか
t_2204169,paypay,2021-11-12T14:46:03.000Z,paypayにログイン出来なくなってlinepayしか使えません涙,paypayにログイン出来なくなってlinepayしか使えません
t_2204412,paypay,2021-11-18T07:42:18.000Z,ミスドのサイトのエラーで予約できてなかった,ミスドのサイトのエラーで予約できてなかった
t_2204706,paypay,2021-11-15T12:50:27.000Z,歌うのは自由だけど、スカイツリーの数が減る可能性大,スカイツリーの数が減る
t_2205023,paypay,2021-11-22T20:12:29.000Z,昨日14時くらいにpaypayフリマで売れた物を発送したけど、追跡したくて確認したらもう配達完了になってた,昨日14時くらいにpaypayフリマで売れた物を発送したけど、追跡したくて確認したらもう配達完了になってた
t_2205766,paypay,2021-11-13T08:49:49.000Z,毎月月初に保険証の確認めんどくさいな,毎月月初に保険証の確認めんどくさい
t_2205944,paypay,2021-11-14T03:17:57.000Z,paypayとかいうアプリ、ほぼモバイルtカードを表示するアプリとして使ってたのにワンタッチで出なくなってクソ,ワンタッチで出なくなって
t_2206145,paypay,2021-11-14T04:12:58.000Z,コークオンかざしたら勝手にwallet起動するのやめて,コークオンかざしたら勝手にwallet起動するのやめて
t_2206303,paypay,2021-11-23T12:51:51.000Z,6月1日以降、paypayマネー残高が100万円を超えている場合は、paypayでの決済、送金や出金ができなくなります,paypayでの決済、送金や出金ができなくなります
t_2206939,paypay,2021-11-11T10:02:42.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2207165,paypay,2021-11-15T08:45:17.000Z,マイナポイント25%還元の対象決済をpaypayにするかkyashにするか1日調べながら迷ってたんだけどpaypayは、とらコインのチャージfantiaでの決済に使えるからfantia民ならpaypayにチャージしても出金できなくなる2万円どうするよ,
t_2207571,paypay,2021-11-14T12:30:13.000Z,あのねーそろそろスマホの容量64gbから128gbにしたのにきつくなってきた,スマホの容量64gbから128gbにしたのにきつくなってきた
t_2207861,paypay,2021-11-16T00:02:19.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2208380,paypay,2021-11-18T23:03:51.000Z,支払いした時にpaypayってなる前に画面閉じちゃう癖があって、バス乗ったときにスマホ開くとpaypayっって言うから困る伝われ,支払いした時にpaypayってなる前に画面閉じちゃう
t_2208638,paypay,2021-11-23T06:47:03.000Z,先着の時クレカ払いにするとセキュリティコード入力している間に画面がフリーズしたりするのでどちらにしてもファミマ払い1択でした,セキュリティコード入力している間に画面がフリーズしたりする
t_2208651,paypay,2021-11-23T07:54:08.000Z,そう言えばモバイルtカードは使えるのにハードカードは使えない,モバイルtカードは使えるのにハードカードは使えない
t_2209058,paypay,2021-11-23T23:19:42.000Z,最近paypayアプリが立ちあがらず、支払いできないことが多い,paypayアプリが立ちあがらず、支払いできない
t_2210016,paypay,2021-11-15T07:02:09.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2210402,paypay,2021-11-12T06:12:06.000Z,paypay対応していないため難しい,
t_2211366,paypay,2021-11-19T02:52:41.000Z,再登録画面になりログイン出来なくなっていた,再登録画面になりログイン出来なくなっていた
t_2211744,paypay,2021-11-14T16:01:10.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2212796,paypay,2021-11-15T04:01:54.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2213149,paypay,2021-11-13T09:52:27.000Z,高いので買うつもりなかったけどpaypayボーナスにやられてしまった,paypayボーナスにやられてしまった
t_2213230,paypay,2021-11-18T05:01:09.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2213304,paypay,2021-11-19T00:03:02.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2213305,paypay,2021-11-18T09:30:28.000Z,お返事遅くなってしまい申し訳ございません,お返事遅くなってしまい
t_2213311,paypay,2021-11-18T07:07:12.000Z,貢いだら調教動画をくれると言って8000円paypayで送ったらブロックされました,貢いだら調教動画をくれると言って8000円paypayで送ったらブロックされました
t_2213373,paypay,2021-11-12T11:01:19.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2213637,paypay,2021-11-24T03:24:42.000Z,paypayとマネーフォワード連携できないの、少しヤダ,paypayとマネーフォワード連携できない
t_2213858,paypay,2021-11-12T17:02:30.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2213891,paypay,2021-11-13T08:03:31.000Z,何言ってるかわからず、切ろうとしたら逆ギレされた,何言ってるかわからず、切ろうとしたら逆ギレされた
t_2214272,paypay,2021-11-10T23:00:48.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2214645,paypay,2021-11-12T00:01:44.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2214933,paypay,2021-11-18T13:12:42.000Z,今月からpaypay使えなくなってたわ,paypay使えなくなってた
t_2214934,paypay,2021-11-22T03:41:57.000Z,ペイペイに三菱銀行の口座登録しようとしたら登録不可になってたわ,ペイペイに三菱銀行の口座登録しようとしたら登録不可になってた
t_2215890,paypay,2021-11-22T12:02:05.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2216760,paypay,2021-11-23T16:20:39.000Z,遅くなったけどみみみるーむ,遅くなった
t_2217173,paypay,2021-11-19T08:38:52.000Z,クレジットとかペイペイですと領収書が手元になくて、なくても陸運局のシステムで納付の確認は通常とれるのですが、土日に車検出すとその確認が出来ないので車検が受けれない可能性が高いトラップです,クレジットとかペイペイですと領収書が手元になくて、なくても陸運局のシステムで納付の確認は通常とれるのですが、土日に車検出すとその確認が出来ない
t_2217310,paypay,2021-11-24T04:43:48.000Z,現在、@cosmeshoppingにおいて、一時的にクレジットカード・d払い・paypayの決済方法がご利用しづらい状況となっております,
t_2217582,paypay,2021-11-14T15:05:02.000Z,アプリ操作で借りるんだけど、充電0になったらアプリが開けないよな,充電0になったらアプリが開けない
t_2217939,paypay,2021-11-20T15:08:13.000Z,何も悪い事してないのに詐欺に巻き込まれてアカウント凍結とかされたら,詐欺に巻き込まれてアカウント凍結とかされたら
t_2217963,paypay,2021-11-15T12:30:59.000Z,felicaより格段に使いにくいとは思うのですが、,felicaより格段に使いにくい
t_2218229,paypay,2021-11-14T03:56:02.000Z,クーポンの設定をちゃんと考えずに設定した結果、マップには表示されずお店を事前にフォローしないとクーポン使えないという面倒な状態に,クーポンの設定をちゃんと考えずに設定した結果、マップには表示されずお店を事前にフォローしないとクーポン使えない
t_2218320,paypay,2021-11-11T06:40:26.000Z,モバイル回線用ホームルータ、各社が出してて実はアホな配線されている集合住宅の光回線より安くて速いという逆転現象が発生している,
t_2218475,paypay,2021-11-13T15:23:13.000Z,物によるけどamazon、楽天よりpaypayモールの方が良くねってなるの遅すぎた,物によるけどamazon、楽天よりpaypayモールの方が良くねってなるの遅すぎた
t_2218703,paypay,2021-11-13T03:10:18.000Z,paypayほんとに嫌いだけどedyが普及しなかったのが悪い,edyが普及しなかった
t_2218735,paypay,2021-11-24T03:46:40.000Z,paypayの残高を銀行チャージしてるんだけど、チャージこまめにしすぎて通帳がペイペイだらけになった,チャージこまめにしすぎて通帳がペイペイだらけになった
t_2218797,paypay,2021-11-22T15:08:27.000Z,line、paypay分からないのでギフトは送れません,
t_2219123,paypay,2021-11-12T13:56:31.000Z,検索では最新ツイートが表示されません,検索では最新ツイートが表示されません
t_2219386,paypay,2021-11-15T22:43:26.000Z,paypayどんどん使いにくくなってる,paypayどんどん使いにくくなってる
t_2220261,paypay,2021-11-24T04:08:04.000Z,概念コスメ微妙に在庫ありとか表示されるから決済しようとしてるのにカードは登録できないしpaypayも決済出来なくてイライラしてきた,カードは登録できないしpaypayも決済出来なくて
t_2220272,paypay,2021-11-23T06:02:26.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2220873,paypay,2021-11-22T10:02:33.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2220907,paypay,2021-11-15T13:17:53.000Z,paypay上限なしでほぼ10%かんげんになっていてすごい,paypay上限なしでほぼ10%かんげんになっていて
t_2221051,paypay,2021-11-13T06:11:23.000Z,paypay送金するのにさ、生体認証を登録しろって言われて指紋認証しようとしたけど、受け付けて貰えなかったの,paypay送金するのにさ、生体認証を登録しろって言われて指紋認証しようとしたけど、受け付けて貰えなかった
t_2221101,paypay,2021-11-14T11:16:05.000Z,でも、うまく停止できてなくてさぁ,うまく停止できてなくて
t_2221398,paypay,2021-11-24T03:54:00.000Z,やりづれーコンビニでチャージできるようにしてくれ,やりづれーコンビニでチャージできるようにしてくれ
t_2221512,paypay,2021-11-12T10:14:47.000Z,ペイペイでお願いしますのペイペイが出てこなくてまいったこのところ単語が出てこないことがちょいちょいあって困る,単語が出てこない
t_2222178,paypay,2021-11-12T07:21:19.000Z,paypayフリマって、受け取り確認されたら、お互い追跡番号がわからなくなってしまうのか,受け取り確認されたら、お互い追跡番号がわからなくなってしまうのか
t_2223177,paypay,2021-11-13T09:13:50.000Z,japanがpaypayボーナスをつけて拡張機能を配布しているが、入れたら昔の迷惑アドレスバーみたいにアドレスバー検索が勝手にyahoo検索になったりブックマークにyahooが勝手に挿入されたり元に戻す手間が面倒な状態になるので注意,ブックマークにyahooが勝手に挿入されたり元に戻す手間が面倒な状態になる
t_2223220,paypay,2021-11-14T11:51:06.000Z,商品1円送料2500円みたいな、商品の価格の安さで騙して釣る悪質な規約違反出品を大量にしているストアが本当に多いです,悪質な規約違反出品を大量にしているストアが本当に多い
t_2223296,paypay,2021-11-23T10:07:46.000Z,保証金と言って3000円paypayで取ってブロックされました,保証金と言って3000円paypayで取ってブロックされました
t_2223433,paypay,2021-11-12T17:19:46.000Z,paypayに金入れてえどいやつ買うためにコンビニ行こうと思い立ったものの、布団から出て服着替えるのに1時間かかった,布団から出て服着替えるのに1時間かかった
t_2223482,paypay,2021-11-11T03:39:33.000Z,お店のpaypayの設定で来てくれたお姉さんが綺麗過ぎてクーポンの説明がまったく入って来なかった,クーポンの説明がまったく入って来なかった
t_2223662,paypay,2021-11-12T23:36:22.000Z,paypayモールのクーポンが今見たら消えてた,paypayモールのクーポンが今見たら消えてた
t_2223694,paypay,2021-11-11T01:13:17.000Z,自販機でpaypay使ってコーヒー買ったら決済されたけど出てこなかった,自販機でpaypay使ってコーヒー買ったら決済されたけど出てこなかった
t_2223821,paypay,2021-11-15T21:15:07.000Z,paypay使えませんって書くとpaypayしか認識しないのが出てくるから難しい問題だと思うのです,paypay使えませんって書くとpaypayしか認識しないのが出てくる
t_2224074,paypay,2021-11-24T06:51:51.000Z,paypayの仕組みがわからん,paypayの仕組みがわからん
t_2224484,paypay,2021-11-13T02:07:06.000Z,paypayで決済するお客さんが多いんですが、今お店のクーポンのqrコードを読み込んだ後、戻ろうとすると戻れずに画面が切り替わってくれない状況多発,戻れずに画面が切り替わってくれない
t_2224536,paypay,2021-11-17T16:59:28.000Z,諸事情あってゆうちょが使えないサービスのためにpaypay銀行の口座作ったんだけど、キャッシュカードがやたらかっこいい,キャッシュカードがやたらかっこいい
t_2224631,paypay,2021-11-12T19:00:58.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
t_2224794,paypay,2021-11-14T12:02:36.000Z,paypayの倍企画で詐欺られました,paypayの倍企画で詐欺られました
