g_1,capcut,2023-12-03 22:10:16,クリエイターさんも困っています
g_2,capcut,2023-12-15 11:15:20,テンプレクリエーターでテンプレリクエストされて作ろうと思ったらインターネット接続されてるのに接続されてませんとかなってフォント変えれないです
g_3,capcut,2023-10-18 22:32:11,編集中とてもラグくてまともに編集が出来ません
g_4,capcut,2023-12-09 00:28:43,更新をした後に、動画の編集をしようと動画を再生するとめちゃくちゃ速く動画が進むというバグ的なのが起こってるので直して欲しいです
g_5,capcut,2023-10-07 11:31:22,今までパソコンではpowerデレクターという本格的なものを使っており、比べると無理でも字幕がつけられたり、自動保存だったりありがたいですが、何をしたのか分からず戻したい時、スマホのデータをパソコンへ移行する手間を考えたら、capcutはスマホレベルでちょうどいいです
g_6,capcut,2023-11-27 18:51:20,仕事で使わせてもらっているので、改善してほしいです
g_7,capcut,2023-10-04 12:06:02,人遊びをするつもりでしょうか
g_8,capcut,2023-11-23 13:52:27,次から違う編集アプリを使いますもう二度とキャップカット入れません
g_9,capcut,2023-10-07 11:31:22,追記やたらとweb版を勧めてくるのでやってみましたが、パソコンの問題もあるでしょうか、固まって固まって今まで30分で編集していたものが10日経ってもupできてません
g_10,capcut,2023-11-28 23:29:41,動きも速いし編集にめっちゃ助かります
g_11,capcut,2023-11-04 16:48:49,ストレージを確保しても、保存し直しても、電源を入れ直しても、作り直しても同じ
g_12,capcut,2023-10-23 20:30:52,いつも使わせてもらってる
g_13,capcut,2023-11-03 18:01:29,修正したら星5
g_14,capcut,2023-12-18 20:33:34,無料にしろ
g_15,capcut,2023-10-16 13:33:21,使いやすい
g_16,capcut,2023-10-13 16:49:46,pcとスマホ間で連携ができるようになり使い勝手が良すぎます
g_17,capcut,2023-10-26 12:47:49,その機能は有難いんですが、オンオフできるようになればもっといいなと思います
g_18,capcut,2023-12-20 22:22:50,とても重い
g_19,capcut,2023-12-06 05:31:12,個人的な動画の編集に使うなら機能も充実していて良いのかも知れませんが、youtube用にはおすすめしません
g_20,capcut,2023-10-26 23:24:34,欲しい
g_21,capcut,2023-11-08 18:48:50,テンプレートも何故か全然使用できないのですが
g_22,capcut,2023-10-21 16:29:25,大変役に立ってますつまらない動画もcapcutで飾り付けができて良い動画が作れます
g_23,capcut,2023-10-31 18:56:38,とにかくめっちゃ便利
g_24,capcut,2023-11-04 09:17:21,エキスポートも速くて助かります、このアプリは他人に自分の作った動画が見られるみたいなことをよく言われますが、capcutクリエイターが投稿して見しているので他の人のは大丈夫ですよ普通に動画を編集するだけなら編集内容は他人には見えませんcapcutクリエイターになる時に個人情報を書かなければ行けないのですが勝手に公開って言うことはないので安心してください関係ないことすみませんでしたm__mこのアプリめっっっちゃ使いやすいですよ
g_25,capcut,2023-10-30 13:41:07,インストールをいちいちしてもならない
g_26,capcut,2023-10-08 20:00:22,なんか前までは使いやすくていいと思ってたんですけど他の編集アプリと似てきて課金とは出てきたりしててなんか比べっ子してるって感じなので
g_27,capcut,2023-10-22 11:51:17,長い動画をダウンロードするときにダウンロードができなかったり、capcutがwebになって少しやりにくいです
g_28,capcut,2023-12-04 18:36:50,あとはテンプレートが昔の方が中を見れて、勉強にしていたので見れなくなって悲しいです
g_29,capcut,2023-12-05 19:21:55,動画投稿に使えていい
g_30,capcut,2023-10-14 20:08:23,編集しやすい
g_31,capcut,2023-11-01 18:24:22,バグもあるけど、簡単で使いやすく出来るからいい
g_32,capcut,2023-11-05 03:09:41,動画を編集しようとして、画像の追加、入れ替えをすると作業画面が落ちてテンプレートやチュートリアル、マイページなどが並んでいる画面に強制的に戻されます
g_33,capcut,2023-11-12 17:41:25,あと最近バグが酷いです
g_34,capcut,2023-11-28 15:08:53,もうちょっとぬるぬる動いてよ
g_35,capcut,2023-11-19 22:13:36,capcutは前から良く使ってたのですが、やっぱり衰えるんだなと感じました
g_36,capcut,2023-11-23 16:53:22,使いやすい
g_37,capcut,2023-12-09 00:28:43,androidです
g_38,capcut,2023-11-18 22:01:38,初心者でも簡単に作れて*́꒳`*ヨキヨキ
g_39,capcut,2023-12-16 00:16:08,早く更新してください
g_40,capcut,2023-11-01 18:08:57,インストールしてよかった
g_41,capcut,2023-11-27 18:51:20,編集中は問題なくても、後日再編集しようとして開くと、音声に雑音が入っていたり、画面がチカチカしたり、動画の1部の彩度が落ちていたり、いろいろな不具合が発生します
g_42,capcut,2023-10-30 09:18:11,アプデ入ったの分からないけど、拡大も出来ないし、フォントとか、スタイルとかもいちいち変えないといけなくて、使いずらいし、編集が上手く出来ない
g_43,capcut,2023-10-13 22:55:57,テキスト読み上げ機能がどこを探しても見つからないです
g_44,capcut,2023-10-16 09:00:08,ただ、何故か保存とかが出来ないのがちょっと残念でした
g_45,capcut,2023-10-29 02:40:43,手軽に作成できるので楽しいです
g_46,capcut,2023-12-07 22:56:07,改善されれば、文句無しの5つ★
g_47,capcut,2023-10-17 01:14:29,やっぱり色んな編集アプリを使ってきましたがcapcutが1番です
g_48,capcut,2023-10-20 23:43:04,治す方法を教えて欲しいです
g_49,capcut,2023-12-08 16:47:56,使えれば、高機能だが、使い方が分からないから初心者向けではない
g_50,capcut,2023-10-27 19:01:04,分かりませんが早く直していただけるとありがたいです
g_51,capcut,2023-11-13 15:55:24,編集をしようとするとアプリが強制終了します
g_52,capcut,2023-12-17 09:44:41,簡単でわかりますいです
g_53,capcut,2023-10-21 13:24:36,とても楽しく編集できます
g_54,capcut,2023-11-19 22:13:36,最近では広告も表示されてお金重視していてアンインストールしようかと考えました
g_55,capcut,2023-10-26 12:47:49,重宝してます
g_56,capcut,2023-11-19 22:13:36,更にはテキスト入力で入力してる右側に何故か削除できない文字があって操作が面倒
g_57,capcut,2023-12-17 12:31:58,アンインストールしてinshot
g_58,capcut,2023-11-25 12:23:25,動画編集はできて使いやすいのに保存ができなくて動画もあげられなくてマジで最悪です
g_59,capcut,2023-12-08 22:44:56,みんながよろこんでやってくれるもおもいます
g_60,capcut,2023-12-10 15:48:16,ios版と比べて使いにくい
g_61,capcut,2023-11-30 18:11:02,全然進まない
g_62,capcut,2023-10-22 19:35:50,テンプレがあるのはありがたいけど、自分一人で編集が分かりにくい
g_63,capcut,2023-11-02 16:14:00,簡単にすぐ編集ができてとても使いやすいですコンパクトな割にはしっかりと編集機能が備わっていて取った写真をする編集できるのでこのアプリは絶対に入れたほうがいいおと思います
g_64,capcut,2023-11-01 15:30:31,バグって保存出来ない時が何十回もある
g_65,capcut,2023-10-14 17:35:29,のは冗談ですがバグが多くて困ります
g_66,capcut,2023-11-12 17:41:25,改善お願いします
g_67,capcut,2023-11-06 23:15:54,動画作ってて楽しい
g_68,capcut,2023-12-08 13:48:53,以前はちゃんと止まっていたのに、手を離した瞬間、作業位置がずれてしまい作業がしづらい
g_69,capcut,2023-10-01 22:50:35,素晴らしです
g_70,capcut,2023-11-19 22:13:36,前より操作性が酷くなった
g_71,capcut,2023-12-07 22:56:07,が多く含まれていて非常に残念
g_72,capcut,2023-10-31 21:30:34,ゆっくりボイスピッチ低めを入れたら、全く音がならない
g_73,capcut,2023-12-04 18:36:50,強制的にテンプレート画面に行ったりする
g_74,capcut,2023-11-11 00:28:36,画面録画、動画編集機能、音楽などを使って、動画を作ります
g_75,capcut,2023-11-25 14:01:26,早く何とかしてください
g_76,capcut,2023-11-27 23:16:15,楽しんでます
g_77,capcut,2023-10-09 12:46:21,youtubeの編集に神
g_78,capcut,2023-12-20 20:48:01,もうちょっと軽くして欲しいです、フォントはめちゃくちゃありすぎて困るぐらいありますwアニメーションいっぱいあります
g_79,capcut,2023-10-26 23:24:34,一回費用を払えばこれ使えますよの機能があればいい
g_80,capcut,2023-12-05 20:48:04,アプリ開いたらめちゃくちゃ重いし、最近は広告多くなったし、エフェクトの読み込みがやたらと遅いし、エクスポートも途中で止まります
g_81,capcut,2023-11-01 18:08:57,無料とは、思えない
g_82,capcut,2023-11-30 21:25:49,たまにある30分くらいかけて出力した動画がダウンロードされてないことと、オーバーレイを追加しようとしてもプロジェクト一覧に戻されることがなければ★5
g_83,capcut,2023-10-11 22:39:38,1度使用すると次から白い画面から動かなくなって使えません
g_84,capcut,2023-10-18 08:30:40,その辺をもう少し分かりやすくして欲しいとは思った
g_85,capcut,2023-11-01 18:24:22,これなら編集動画投稿頑張る
g_86,capcut,2023-12-15 22:48:20,使いにくくてアンインストールしました
g_87,capcut,2023-11-27 18:51:20,毎回違う不具合なのも困ります
g_88,capcut,2023-10-15 17:05:43,編集ができていいですが、などを使うとムービーエンドに飛んでそのまま文字を打つと文字が増えます
g_89,capcut,2023-12-18 15:03:10,みたいになって消そうとしても消せず毎回テキストごと消して最初から書き直すということが多すぎます
g_90,capcut,2023-12-05 06:23:16,タブレットが悪いとは考えられない事案です
g_91,capcut,2023-10-08 22:13:17,でも直して欲しい部分もいくつかあります
g_92,capcut,2023-12-16 22:00:34,とても良いアプリだけどどうしても重くなることがあるこれがどうにかなると嬉しい
g_93,capcut,2023-11-24 14:55:39,オーディオを入れる時編集画面が落ちることがほとんど長い動画は今まで大丈夫だったのに落ちやすくなりました
g_94,capcut,2023-12-13 14:34:01,フィードバックを送って、対処法が返ってきてその通りに対処してみても、何回再インストールしてもそこだけが治りません
g_95,capcut,2023-10-07 21:16:27,このアプリではアニメーションを作れる事ができ個人的にはとても便利です皆様もcapcutをつかってみてください本当にオレは爆笑しました
g_96,capcut,2023-12-03 15:44:45,去年から使っている者です
g_97,capcut,2023-10-21 17:51:17,前の方が編集が非常にやりやすかったです
g_98,capcut,2023-11-15 15:34:35,容量もしっかりあるのにも関わらずに長時間2時間以上の動画がエクスポート出来ない
g_99,capcut,2023-12-20 22:22:50,波形を使おうとするととても重くなる
g_100,capcut,2023-10-29 22:28:05,初心者の私にもとても使いやすかったです
g_101,capcut,2023-12-20 20:48:01,キャプカット、日に日に進化してるけど、どんどんラグくなる一方ですな
g_102,capcut,2023-11-13 13:58:29,メモリ解放してもダメ
g_103,capcut,2023-10-18 21:09:57,とても使いやすいです
g_104,capcut,2023-10-07 18:46:49,とかこの編集アプリに文句言う人どう言う神経してるん
g_105,capcut,2023-11-12 00:16:11,とても使いやすく編集しやすいアプリです
g_106,capcut,2023-10-09 15:41:46,だけど、テキスト読み上げ機能でゆっくりボイスの読み上げ機能があるとさらにいい
g_107,capcut,2023-10-24 18:56:00,保存をもうちょいでかくしてほしいですそれ以外は、o
g_108,capcut,2023-10-23 20:30:52,使う度に広告が出る
g_109,capcut,2023-10-26 15:05:44,10/26更新されてから全体的にバグってます
g_110,capcut,2023-10-30 18:51:21,無料とは思えない出来
g_111,capcut,2023-10-06 13:37:07,使いやすく処理も早い豊富なテンプレートがとても重宝してます
g_112,capcut,2023-12-04 08:24:55,使いやすい
g_113,capcut,2023-10-20 23:43:04,とても使いやすくて楽しくやらせてもらっていますがテンプレートを投稿する時にバグが起きて何回やり直しても投稿できない時があります、そこでいつもイライラしてしまいます
g_114,capcut,2023-11-12 02:50:46,急に音声ファイル読み込みがクソ遅くなりました
g_115,capcut,2023-12-04 19:18:14,簡単に、面白い動画が、出来て楽しかった
g_116,capcut,2023-12-08 13:48:53,以前はテキストを移動すれば音声も一緒に移動してきたが今は音声を後からずらす手間が発生して困っているので、修正して欲しい
g_117,capcut,2023-10-08 15:13:11,広告も入るようになった
g_118,capcut,2023-11-26 22:31:30,広告などのストレスが少なくて使いやすいです
g_119,capcut,2023-10-11 22:39:38,なので私は消してはまた入れてを繰り返しているのですが正直それをしているうちにいらいらしてくるのと台パンでスマホが壊れました
g_120,capcut,2023-12-04 18:36:50,ですが有料のが追加されてから、バグが多くなりました
g_121,capcut,2023-10-27 17:48:02,編集もとても使いやすく初心者だった私でもとても簡単で楽しいです
g_122,capcut,2023-11-04 19:22:48,編集してる途中に勝手に違う時間の部分にワープしたりとか保存してた楽曲が消えたりとか
g_123,capcut,2023-12-17 12:31:58,に変えようかな
g_124,capcut,2023-10-11 04:13:47,ですギアはします
g_125,capcut,2023-10-12 19:42:20,最近アプリを更新したら使いにくくなった
g_126,capcut,2023-10-12 22:17:39,googleサインインしようとしたら、13歳未満はご利用できません
g_127,capcut,2023-10-08 10:02:14,楽しい編集が簡単にできる
g_128,capcut,2023-12-15 11:15:20,どうなってんだ
g_129,capcut,2023-10-20 20:48:27,しかもその部分も自動でデータが保存されるので、元には戻せません
g_130,capcut,2023-12-10 17:38:38,使ってないからわかんない
g_131,capcut,2023-12-12 23:48:54,バグるのは仕方無いのですが
g_132,capcut,2023-10-23 20:30:52,少し使いずらい
g_133,capcut,2023-10-02 21:50:37,googleフォトから動画&写真が使えてたら完璧
g_134,capcut,2023-10-03 20:34:20,思い出にいい
g_135,capcut,2023-10-11 07:13:56,編集ができなくなる
g_136,capcut,2023-11-13 15:55:24,そこさえなければとてもいいアプリだと思います
g_137,capcut,2023-10-12 19:42:20,どこ
g_138,capcut,2023-11-29 11:09:31,使いづらいです
g_139,capcut,2023-11-05 01:59:43,編集がとてもというほどしやすく当た:り前のように毎日使っていますですが残念ながら広告が多すぎるのでそこら辺をすこし改善していただければ幸いですなのでこのアプリがもっと活躍していくと思いますのでこれからもよろしくお願い致します長文失礼いたしました~追伸~とっても使いやすいのですがバグが多いので改善よろしくお願い致します
g_140,capcut,2023-10-25 12:41:58,ダウンロードが遅すぎる
g_141,capcut,2023-10-15 17:05:43,そこを治したらやりやすいんですが
g_142,capcut,2023-10-02 00:04:06,いつも使わせていただいてます
g_143,capcut,2023-10-21 12:04:21,写真と音楽を合わせる時はまあ普通なんすけど文字を合わせた瞬間にラグって使いずらいっす
g_144,capcut,2023-10-17 11:49:25,しかしエフェクトが適用されなかったり表示されてる秒数と違う場所でエフェクトが適用されていたり不具合がよく見られるので修正していただけると幸いです
g_145,capcut,2023-10-15 23:07:12,自分での動画編集にマンネリしはじめたら、使うべき
g_146,capcut,2023-10-31 14:00:40,テキスト入れるたびに初期設定に戻ります
g_147,capcut,2023-11-11 23:55:09,マイミュージックデバイスからを押してもmp3がずっと出てこないです
g_148,capcut,2023-12-14 11:27:06,使いやすかったです
g_149,capcut,2023-11-19 22:13:36,改善できる余地はそちらにはあると思いますので1つでも修正してくれたら嬉しいです
g_150,capcut,2023-10-22 03:41:31,治してください
g_151,capcut,2023-10-31 18:56:38,めっちゃ便利だけど読み込み遅かったりしてちょっといらいらしちゃいます
g_152,capcut,2023-12-09 02:07:18,それ以外は、使いやすいので本当にこれは絶対直して欲しい
g_153,capcut,2023-10-29 22:28:05,使えるフィルターやアニメーションの量も多くていいと思うのですが、編集時、何故か編集していた秒数から別の秒数まで大幅に飛ばされることがあります
g_154,capcut,2023-10-30 18:51:21,1つ惜しいのが最大が15分のところ
g_155,capcut,2023-12-20 20:48:01,capcutを使ってから3年ぐらい使ってるのかな
g_156,capcut,2023-12-17 18:22:14,私のスマホは新しくてandroidを使ってますでバグが発生してなにかのエラーの表示が出て何時間も治らなくて困ってますその攻略法教えてー誰か
g_157,capcut,2023-10-20 20:48:27,編集をしてみようかなと思い使い始めましたが、動画の編集を途中で保存して終わらせると、その動画の一部がなくなったり黒く塗られたりしていました
g_158,capcut,2023-12-16 06:29:49,androidを使ってます
g_159,capcut,2023-10-27 16:55:46,ただ重くなりやすいです
g_160,capcut,2023-10-01 22:50:35,ですが、広告をもっと付けたりとかなにかしてもいいので、編集した動画をyoutubeなどで投稿し、収益化オーケーにしてほしいです
g_161,capcut,2023-11-15 00:33:57,13未満ではないのにtiktokにログインが出来ない
g_162,capcut,2023-10-18 08:30:40,初心者にはあまり合っていないアプリだと思う
g_163,capcut,2023-10-17 11:49:25,キラキラ編集が追加されてからというものかなり便利になりました
g_164,capcut,2023-11-19 22:13:36,前まではフォントの色を選べたのに削除されたから正直使う気が失せる
g_165,capcut,2023-12-04 18:36:50,なので、新機能とかよりも、バグの修正を優先して欲しいです
g_166,capcut,2023-10-02 14:41:09,編集機能は良き、でも音楽少なすぎる問題
g_167,capcut,2023-10-19 16:55:41,楽しいテンプレートがクセになる
g_168,capcut,2023-11-27 23:18:26,現在、chromebookの最新バージョン使用中
g_169,capcut,2023-11-12 16:21:07,あと、サムネみたいな感じの写真編集ではフォントを言語ごとに分けた方が使いやすいです
g_170,capcut,2023-12-16 06:29:49,インターネット接続を確認して下さいと表示されアンインストールして再インストールしても変わらず残念ですがアンインストールします
g_171,capcut,2023-10-04 14:04:54,編集内容は良いですが、偶に真っ暗になり編集が出来なくなります
g_172,capcut,2023-10-03 17:11:21,いちいち編集を押さないとフォントやテキストの色などが変えられなくなったのがストレス
g_173,capcut,2023-10-26 23:24:34,モー最高ピーよ
g_174,capcut,2023-11-28 20:45:22,ゴミすぎ
g_175,capcut,2023-10-12 22:17:39,意味がわからんし
g_176,capcut,2023-11-04 19:22:48,性能はいい
g_177,capcut,2023-10-05 15:33:22,勝手に消えると無断転載を疑われた時とかの証拠として動画の作成画面を見せれないのでその辺どうにかして欲しいです
g_178,capcut,2023-11-15 15:34:35,さらにエクスポート出来ても動画が再生出来ない壊れることがあります
g_179,capcut,2023-12-17 12:31:58,しかも使いにくい
g_180,capcut,2023-11-08 18:48:50,アップデートしてからかなり使いづらくなり、テキスト入力でバグがたびたび出ます
g_181,capcut,2023-10-18 09:29:05,昔まではシンプルで使いやすかったけど、今は色々進化しすぎて使いにくいゴミ
g_182,capcut,2023-10-03 17:11:21,テキストとかは頻繁に変更を加えたりするものなのだから、その少しの手間が使いにくさに繋がります
g_183,capcut,2023-11-07 18:20:29,動画編集初心者でも使い易いですね
g_184,capcut,2023-11-04 12:28:10,これに一日も掛けたのに、また編集し直しだなんて、泣きたいです
g_185,capcut,2023-11-23 18:55:55,このアプリは、とても良いです
g_186,capcut,2023-11-11 23:55:09,サウンドデバイスの検索をかけてもでてきません
g_187,capcut,2023-11-03 22:35:15,5倍速にしてからインポートして2倍速にしていつも通りの滑らかな動画にしてたんですけど今回のアプデでインポート仕様が変わり、60fpsが出せなくなってしまったのでショックです
g_188,capcut,2023-12-20 21:33:44,使いやすいです
g_189,capcut,2023-12-04 08:24:55,いい編集アプリです
g_190,capcut,2023-10-27 17:59:51,テンプレートの文字を消しても復活できるようにしろ
g_191,capcut,2023-11-04 16:48:49,保存した動画が、痙攣する
g_192,capcut,2023-11-23 13:52:27,以上です
g_193,capcut,2023-12-12 23:48:54,失礼致します
g_194,capcut,2023-11-12 16:21:07,動画作りに良いと友人に勧められてインストールしました
g_195,capcut,2023-12-18 15:03:10,テキストを追加
g_196,capcut,2023-11-28 15:08:53,もっと改善してほしい、、
g_197,capcut,2023-12-12 23:48:54,たまに、動きが鈍くなる時とwi-fiは繋がって居るんですが
g_198,capcut,2023-12-01 21:04:08,さいこーです友達もみんな使ってて初心者でも使いやすく、すぐ上達できるでしょう
g_199,capcut,2023-11-04 12:28:10,tiktok用の動画を保存しようとしたところ、プレミアム機能を使っていないのに使った、と表示されるんです
g_200,capcut,2023-10-19 20:19:43,使いやすい
g_201,capcut,2023-11-22 17:43:04,アプリ開いてもずっとキャップカットのアイコンで止まったまま
g_202,capcut,2023-11-03 22:35:15,いつも60fpsの動画を0
g_203,capcut,2023-10-19 06:50:17,文句ばっか書いてあるけど何でかな
g_204,capcut,2023-10-22 03:14:25,動画始めたばかりの初心者には少し難しいですよね
g_205,capcut,2023-11-29 11:09:31,日本語のフォントも選べないので、文字を入れたいニーズにも向かないです
g_206,capcut,2023-10-22 03:14:25,なんだかんだとやっています
g_207,capcut,2023-11-08 16:15:27,写真や動画を共有したいんですがファイルは条件を満たしていませんとでるんですがこれを治してほしいです同じようになった方いますか
g_208,capcut,2023-12-18 23:37:40,編集しやすいけどテキスト追加を押すと15くらいの大きさで変な文字が大量に出てきて1回1回治すのがめんどくさい改善して欲しい
g_209,capcut,2023-11-29 11:09:31,数値入力できず、スライドさせると加速してしまい思った長さにできません
g_210,capcut,2023-12-04 07:49:14,編集機能は素晴らしいけどテンプレートを投稿したいのに出来ない
g_211,capcut,2023-10-18 21:09:57,皆様におすすめします
g_212,capcut,2023-11-12 09:41:54,いつもお世話になっております
g_213,capcut,2023-11-19 22:13:36,動画をエクスポートした際、動きが荒く、作った甲斐がなくなった
g_214,capcut,2023-11-08 22:26:56,早めの修正や対策をよろしくお願いします
g_215,capcut,2023-11-18 12:27:19,急にほとんどのワードアートが使用できなくなってしまいました
g_216,capcut,2023-12-17 02:20:49,編集が進みません
g_217,capcut,2023-12-03 16:25:58,とても使いやすい
g_218,capcut,2023-10-18 08:30:40,音楽の切り方が分からず苦戦した
g_219,capcut,2023-10-08 22:13:17,素晴らしいと思います
g_220,capcut,2023-12-16 19:34:35,友達とかの思い出作りには丁度いい
g_221,capcut,2023-12-17 09:28:13,曲を調べてもあまり出て来ない変なことを調べると出てくるのを直して欲しい
g_222,capcut,2023-11-12 10:08:37,アプデ入ったの分からないけど、拡大も出来ないし、フォントとか、スタイルとかもいちいち変えないといけなくて、使いずらいし、編集が上手く出来ない
g_223,capcut,2023-11-23 12:31:52,役立たずが
g_224,capcut,2023-12-17 16:41:57,つまんねぇな写真とどうがをあわせろ最初のところすべてにしとけ死んどけ
g_225,capcut,2023-12-20 21:33:44,でも重いです
g_226,capcut,2023-10-19 01:35:38,とてつもなく使いにくくなってます
g_227,capcut,2023-10-27 17:48:02,正直戻していただきたいです
g_228,capcut,2023-10-28 18:47:11,逆再生が切れるしカクカクする
g_229,capcut,2023-10-05 15:30:01,中国メーカーだからやめといた方がいい
g_230,capcut,2023-10-27 19:01:04,とてもめんどくさいです
g_231,capcut,2023-12-03 21:29:52,スマホだけどものすごく編集しやすかったこのアプリで最高の動画を作ることができた
g_232,capcut,2023-10-29 22:28:05,また、毎回同じ場所がスムーズに再生されなかったり、固まってしまったりします
g_233,capcut,2023-10-07 11:31:22,テンプレートが余計に分かりにくい
g_234,capcut,2023-10-01 22:50:35,他の編集アプリと比べて圧倒的な使いやすさですね
g_235,capcut,2023-12-19 18:56:38,皆、快影使えこんなアプリ使うな
g_236,capcut,2023-12-12 18:55:03,初心者でも編集しやすい
g_237,capcut,2023-12-12 23:48:54,私のスマホが故障してるからだと思いますが
g_238,capcut,2023-10-07 23:38:08,マジで使いにくい
g_239,capcut,2023-10-15 15:31:26,課金したらいいの作れるけど課金しなくても十分納得できる編集ができる
g_240,capcut,2023-12-20 20:48:01,まぁとにかくラグいです、エフェクトまぁまぁ量あります初心者の方にはオススメです、iphoneなららぐくないと思います個人の意見ですがandroidは最悪ですよほんとに
g_241,capcut,2023-11-30 18:11:02,作成中の動画に新しく画像等を追加しようとしても何故かテンプレの所に来てしまう
g_242,capcut,2023-10-08 22:13:17,単純な円や四角、長方形、ライン、矢印などの素材を増やして欲しい・動画素材をカットした後、再度動画を結合する機能が欲しいアンドゥを使わずに結合したい・縦横比を変形できるモザイク素材が欲しい動画内の文字だけにモザイクをかけたい時など、文字の長さや大きさに合わせてモザイクを変形させたい・レイヤー毎の一括音量調整トラックミキサーが欲しい以上です
g_243,capcut,2023-10-20 23:43:04,直して欲しいです
g_244,capcut,2023-10-27 19:01:04,不具合なのでしょうか
g_245,capcut,2023-11-06 12:46:09,自動キャプション機能が不具合が多すぎる
g_246,capcut,2023-12-18 20:33:34,大好き
g_247,capcut,2023-11-19 18:49:18,ちょっと課金ようそけしてほしいな
g_248,capcut,2023-10-20 20:48:27,もう使わないでいようと思いました
g_249,capcut,2023-11-19 10:55:22,何でわざわざ音声を入れる時に動画から摘出しないといけないのか
g_250,capcut,2023-11-23 13:52:27,バグります
g_251,capcut,2023-11-22 21:00:55,しかし、設定がころころ変わりすぎているのか、少しずつ分かりにくくなっていて困ります
g_252,capcut,2023-10-16 09:00:08,この、編集アプリは凄く簡単で面白い感じにできるのでよかったです
g_253,capcut,2023-12-07 18:56:32,さいこーにいいテンプレだから
g_254,capcut,2023-10-12 22:17:39,改善してください
g_255,capcut,2023-11-29 18:25:36,wmv形式の動画のインポートを出来るようにして欲しい
g_256,capcut,2023-10-14 15:33:31,編集しやすさはとても良いと思いますが、編集画面の再生に問題があり何度も再生し直しても2秒ほどラグとても編集しずらいです
g_257,capcut,2023-10-07 11:31:22,テンプレートに当てはめるのは簡単だけど、自分の好きな音楽でテンプレートに合わせたい時は、どうすれば
g_258,capcut,2023-11-25 12:23:25,勝手にプロ入れないでほしいですほんとに最悪です
g_259,capcut,2023-12-02 12:04:38,とっても素敵ですね癒されます
g_260,capcut,2023-11-12 17:41:25,基本的には使いやすくて助かっていますが、テキストを配置する時に画面中心付近になると途端に動きが重くなって非常にやりにくいです
g_261,capcut,2023-12-03 15:44:45,最初の方はホントに機能性も良く、楽しかったのですが、、今はアプリを開く時に画面が固まり、ホーム画面を押して再度開くのにも十数秒かかります、、とにかく重いです
g_262,capcut,2023-10-19 06:50:17,問題ある人はpcのスペックやスマホの機種とか不具合の状況をちゃんと書いて運営さんに報告しましょう
g_263,capcut,2023-10-28 12:39:42,使いやすい
g_264,capcut,2023-11-03 18:01:29,長い動画をエクスポート出来ない
g_265,capcut,2023-12-15 11:15:20,早くバグ直してほしい
g_266,capcut,2023-11-27 23:18:26,開いてみるとpc仕様になっているのかuiがガラッと変わっており、使い方が全く違う
g_267,capcut,2023-10-04 14:04:54,そこ直したらもうちょい俺としての評価が良くなります
g_268,capcut,2023-10-30 18:51:21,エフェクトも無料で使えるのだけで十分なくらい豊富で使ってて楽しい
g_269,capcut,2023-11-07 20:51:43,簡単な操作でたくさんの事が出来る使いやすいアプリです
g_270,capcut,2023-10-30 18:51:21,長めの動画を作れないのが個人的にショックだったけど、普通に動画編集したいのなら15分もあれば十分だと思うのでかなりいいアプリ
g_271,capcut,2023-10-18 16:19:44,よい
g_272,capcut,2023-11-04 12:30:29,年齢を間違えただけなのにできなくなったそれ以外は神
g_273,capcut,2023-12-13 14:34:01,対処法が分からないのでこのままだとアンインストールしようかと思っています
g_274,capcut,2023-11-19 13:26:50,キャップカットを開こうとしたらキャップカットのアイコンの画面のまま動きません
g_275,capcut,2023-12-05 06:23:16,一旦アンインストールしても数回に1度しか開かずfreeze編集する上では音のズレもなく良いのに、残念
g_276,capcut,2023-10-08 22:13:17,ほぼ毎日使ってます
g_277,capcut,2023-10-28 22:46:01,手軽で簡単
g_278,capcut,2023-10-14 07:57:07,この編集アプリ使ってからフォロワー1000増えた
