g_3953,google_fit,2021-12-01 09:24:32,距離や地図、速度、高低差が出て、やった感があります,距離や地図、速度、高低差が出て,1
g_3956,google_fit,2021-10-27 09:14:37,多数のデバイスと接続可能で便利ではあるが、頻繁にデータが消えてしまう,データが消えてしまう,2
g_3958,google_fit,2021-11-18 17:26:29,ちなみにアプリ再起動も端末再起動も試したが改善されなかったので、アップデートで修正してほしい,アプリ再起動も端末再起動も試したが改善されなかったので、アップデートで修正してほしい,3
g_3962,google_fit,2021-12-04 22:33:14,何も設定をいじっていないのですが、何だったんでしょうか,何も設定をいじっていない,4
g_3963,google_fit,2021-11-17 08:09:39,よく止まる,よく止まる,5
g_3971,google_fit,2021-11-07 21:45:58,11/7追記今日5000歩も減りました11/1追記毎日何百歩も歩数減る,毎日何百歩も歩数減る,9
g_3972,google_fit,2021-11-11 19:27:52,バグが多すぎる,バグが多すぎる,10
g_3965,google_fit,2021-12-14 13:53:42,急に歩数が全くカウントされなくなりました,歩数が全くカウントされなくなりました,11
g_3973,google_fit,2021-11-10 06:15:18,歩いても歩数がカウントされない事が多い,歩数がカウントされない,11
g_3994,google_fit,2021-12-01 11:22:24,突然、全く歩数をカウントしなくなったアンインストールします,歩数をカウントしなくなった,11
g_4019,google_fit,2021-11-09 18:29:48,●歩数がカウントされない,歩数がカウントされない,11
g_4029,google_fit,2021-11-12 15:54:53,随分と歩き回ったのに、歩数がカウントされないことがよくある,歩数がカウントされない,11
g_4035,google_fit,2021-11-07 21:45:58,全く歩数計としての機能を果たしていません,歩数計としての機能を果たしていません,11
g_4036,google_fit,2021-11-21 09:08:42,歩数がカウントされない,歩数がカウントされない,11
g_4072,google_fit,2021-11-20 19:48:25,歩数がきちんとカウントされない,歩数がきちんとカウントされない,11
g_4076,google_fit,2021-11-30 08:13:33,歩数が記録されなくなった,歩数が記録されなくなった,11
g_4082,google_fit,2021-11-26 11:31:02,歩いても勝手に減るときもあるし、カウントもされない,歩いても勝手に減るときもあるし、カウントもされない,11
g_4088,google_fit,2021-10-21 07:56:46,歩数がカウントされない,歩数がカウントされない,11
g_4090,google_fit,2021-12-14 13:32:20,歩数が全然反映しない,歩数が全然反映しない,11
g_4091,google_fit,2021-11-28 09:22:50,歩数カウントされません,歩数カウントされません,11
g_4139,google_fit,2021-10-31 08:29:00,歩数のカウントが遅い、あるいはカウントされない場合がある,歩数のカウントが遅い、あるいはカウントされない,11
g_4145,google_fit,2021-11-06 13:17:21,歩数が記録されてない私飛んでるんですか,歩数が記録されてない,11
g_4147,google_fit,2021-11-30 13:37:25,歩数が知りたいのに全くカウントされてない,歩数が知りたいのに全くカウントされてない,11
g_4168,google_fit,2021-12-12 14:17:01,歩数計測がされないので利用価値がありませんでした,歩数計測がされない,11
g_4203,google_fit,2021-11-05 09:06:17,歩幅の設定はないのでしょうか,歩幅の設定はない,11
g_4208,google_fit,2021-11-28 11:28:56,歩数がカウントされず使えない改善も全然されない,歩数がカウントされず使えない,11
